EntityNumber,Language,TypeOfDenomination,Denomination
0685.512.262,2,1,"Vereniging van Mede-Eigenaars van het gebouw Winvest 189 te 2060 Antwerpen, Goudbloemstraat 7-9"
0685.530.672,2,1,Baghdad City
0685.571.056,2,1,Vannipand
0685.571.551,2,1,DOXICOSI
0685.586.595,2,1,Diné
0685.759.316,2,1,ESJEE
0685.796.532,2,1,Niets Doen Is Geen Optie
0685.796.532,2,2,NiDIGO
0685.997.262,2,1,Commons Lab vzw
0685.997.262,2,2,CLA
0686.544.323,2,1,DéliNatie
0686.601.236,2,1,KIKO
0686.732.878,2,1,King K&A Painting
0686.809.092,2,1,Phil Van den Bossche
0686.811.666,2,1,TEMSAMANE
0687.483.540,2,1,"Vereniging van Mede-Eigenaars van de residentie Zomerlinde te 2060 Antwerpen, Korte Slachterijstraat 2"
0687.571.929,2,1,Al Zeinabia
0687.589.052,2,1,Notariële bestuursvennootschap VAN TULDEN Bart
0687.743.064,2,1,Axel Jamar
0687.751.972,2,1,ROYAL BENGAL
0687.840.262,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Handelstraat 44-48"
0687.942.212,2,1,De Mageren
0687.962.206,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Tulpstraat 116"
0687.983.188,2,1,MOTMANS & PARTNERS HR RESOURCES
0688.655.953,2,1,TOTAL ELECTRICITY
0688.851.240,2,1,Dr. Van de Sande Justin
0689.639.811,2,1,Swaajp Improtheater
0689.639.811,2,2,Swaajp
0689.678.116,2,1,CRES CAPITAL
0689.871.324,2,1,China Euro
0689.879.044,2,1,SPACE BANA MBOKA
0689.885.774,2,1,"Deelvereniging van Mede-Eigenaars van de Residentie Delta - Ondergronds garagecomplex te 2060 Antwerpen, Bredastraat 91-93"
0689.886.764,2,1,"Deelvereniging van Mede-Eigenaars van de Residentie Delta 1 te 2060 Antwerpen, Bredastraat 91-93"
0689.888.447,2,1,"Deelvereniging van Mede-Eigenaars van de Residentie Delta 2 te 2060 Antwerpen, Bredastraat 87"
0689.890.823,2,1,"Hoofdvereniging van Mede-Eigenaars van de Residentie Delta te 2060 Antwerpen, Bredastraat 81-93"
0689.932.987,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Schoonhovenstraat 54"
0689.944.568,2,1,MAR MAR EVENTS
0689.965.651,2,1,TDS-Express
0689.990.197,2,1,FASHION TO DAY
0690.560.222,2,1,BUILDING FOR FUTURE
0690.560.222,2,2,BFF
0690.581.206,2,1,Club The Emperor
0690.624.063,2,1,Water voor Mabele
0690.688.104,2,1,CLASSIC STAR
0690.741.651,2,1,HB.A
0690.789.359,2,1,Red Sea
0690.809.452,2,1,JOUW GSM REPARATIE
0690.813.016,2,1,BREDASTRAAT
0690.829.545,2,1,ROATATION
0690.888.240,2,1,ALLCOS
0690.920.607,2,1,ECCOPHONE
0691.556.649,2,1,COINHUIS.COM
0691.560.015,2,1,NATHALIE KRONAL
0691.588.224,2,1,WANDAAT
0691.641.672,2,1,Tia T
0691.642.167,2,1,Recruitment Solutions Company
0691.666.121,2,1,ENRIX
0691.691.261,2,1,HAFSA
0691.719.767,2,1,SENSITIEVE ZORG
0691.719.767,2,2,SENZO
0691.794.201,2,1,Almustafa Foundation
0691.868.435,2,1,Carraro Engineering Services
0691.871.405,2,1,HAVANA ANTWERP
0691.954.547,2,1,ERIS
0692.570.991,2,1,EUROMAROC
0692.651.660,2,1,LAB-V VOF
0692.651.660,2,2,LAB-V
0692.651.660,2,3,LAB-V
0692.691.747,2,1,BUDUJA
0692.704.714,2,1,PORTUGAL ZA
0692.726.290,2,1,Sabari Cultureel Vereniging
0692.753.016,2,1,Lensbrand
0692.787.163,2,1,GS04
0692.873.374,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Samberstraat 67"
0692.986.905,2,1,Yasmine
0693.776.860,2,1,T.I.M.
0693.783.590,2,1,Bando Travel Group
0693.951.262,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Olijftakstraat 34"
0693.956.212,2,1,"Vereniging van Mede-Eigenaars van het gebouw Klappei 51 te 2060 Antwerpen, Klappeistraat 49-51"
0693.966.803,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Stralenstraat 48"
0693.968.880,2,1,"Vereniging van Mede-Eigenaars van de residentie Viaductdam 29 te 2060 Antwerpen, Viaduct-Dam 29"
0694.507.429,2,1,YOHANNA ELYAS
0694.507.429,2,2,YE
0694.543.061,2,1,YASHA
0694.598.489,2,1,"Vereniging van Mede-Eigenaars van de residentie La Gaviota te 2060 Antwerpen, Bisschopstraat 32-34"
0694.603.835,2,1,Queen Veronica I
0694.603.835,2,2,QV I
0694.794.766,1,1,RAS BUSINESS
0694.917.304,2,1,ROYAL CAFE
0694.926.905,2,1,’t Goud
0695.398.542,2,1,Mat's Table
0695.454.168,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Violierstraat 5"
0695.512.962,2,1,So be iT
0695.572.053,2,1,NOORDPOORT
0695.724.679,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Duboisstraat 26"
0695.728.738,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Bredastraat 100"
0695.861.667,2,1,Liu Jo Benelux
0695.871.070,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Klamperstraat 19"
0695.873.050,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, De Pretstraat 79"
0696.611.141,2,1,AL KARAM
0696.611.933,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Pothoekstraat 20"
0696.636.875,2,1,QUINCAILLERIE24
0696.648.852,2,1,Anima
0696.685.276,2,1,GORHAN CONSTRUCT
0696.685.276,2,3,GORHAN CONSTRUCT
0696.686.167,1,1,ROSIBAT CONSTRUCT
0696.778.714,2,1,Stone Invest Group
0696.847.604,2,1,Grasp
0696.865.321,2,1,ANTWERPTELECOM
0697.566.887,2,1,MELAS
0697.623.604,2,1,Smart Data
0697.631.522,2,1,WESTRAY
0697.729.809,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Pothoekstraat 22-24"
0697.731.787,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Dambruggestraat 175"
0697.733.965,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Stralenstraat 50"
0697.829.381,2,1,General Group
0697.829.480,2,1,SAMS BEAUTY HOME
0697.842.348,2,1,Tijaniyya Muslim Council of Europe vzw
0697.916.978,2,1,PHI-SERVICES
0697.992.994,2,1,"Vereniging van Mede-Eigenaars van de residentie Het Park te 2060 Antwerpen, Lange Dijkstraat 44"
0697.995.073,2,1,MAKS Isolatie
0698.578.756,2,1,THV GOSMARTER
0698.670.412,2,1,FLY ON THE LAMP
0698.825.414,2,1,RAMELI
0698.880.743,2,1,SUNRISE EVENTS
0698.927.659,2,1,FILEMONE & BAUCI
0698.965.469,2,1,DE NATIE
0698.970.815,2,1,RIF
0699.623.584,2,1,SAMA STAR
0699.623.881,2,1,ISHTAR COMPANY
0699.702.768,2,1,ALL INN  BELGIUM
0699.763.542,2,1,ZOL CONSTRUCT
0699.962.391,2,1,"""Vereniging van Mede-Eigenaars De Bevere Immo te 2060 Antwerpen, Carnotstraat 129 bus B"""
0700.272.296,2,1,IndustryVibes
0700.284.867,2,1,M Bajwa
0700.340.394,2,1,Shedroup Tengyé Ling
0700.359.301,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Offerandestraat 30-32"
0700.362.467,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Duinstraat 101"
0700.365.536,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Diepestraat 122"
0700.616.449,2,1,"Vereniging van Mede-Eigenaars van de residentie te 2060 Antwerpen, hoek Korte Scholiersstraat 37 en Lange Scholiersstraat 51"
0700.630.406,2,1,Ruponti Traders
0700.696.722,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Arteveldestraat 28-30"
0700.710.875,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Sint-Amandusstraat 9"
0700.732.552,2,1,FYT Power
0700.746.410,2,1,Nisrin
0700.816.090,2,1,J.M.K.A
0700.851.328,2,1,Missiaen Jeroen Technics
0700.851.328,2,2,MJT
0700.989.702,2,1,Superstar AFG
0701.903.480,2,1,RYZE-DEVELOPMENT
0702.851.508,2,1,SHOCKINVEST-GROUP
0702.851.508,2,3,SHOCKINVEST-GROUP
0703.955.229,2,1,MIROELIA
0704.575.633,2,1,B.advised
0704.635.912,2,1,Formerly Known as LÂP
0704.635.912,2,2,LÂP
0704.831.296,2,1,Smarts Analytics
0704.858.517,2,1,NAKAR
0704.867.425,2,1,Totaal Renovatie
0704.978.083,2,1,Café Maria
0705.891.962,2,1,J & M
0705.983.915,2,1,SOM AAS
0707.599.558,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Olijftakstraat 44"
0707.603.815,2,1,BSN WELDING PIPING CONSTRUCTION
0707.603.815,2,2,BSN W.P.C
0707.623.215,2,1,"Vereniging van Mede-Eigenaars van de residentie LD18 te 2060 Antwerpen, Lange Dijkstraat 18"
0707.626.084,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Familiestraat 39"
0707.637.467,2,1,AMA
0707.645.484,2,1,Studio Moonshot
0707.798.805,2,1,Omega Barber
0707.852.550,2,1,MODE RETOUCHE ATELIER
0707.867.396,2,1,EL SAFAA
0708.928.557,2,1,MILTA
0708.933.606,2,1,HiFix
0711.727.996,2,1,Ingorix
0711.740.270,2,1,SHAZY
0711.790.750,2,1,Banfi Bouw
0711.798.767,2,1,Huisartspraktijk 't Schoolplak
0711.820.048,2,1,White Space
0711.964.459,2,1,VEGAS ENTERTAINMENT
0711.992.272,2,1,TALIP
0712.502.612,2,1,Sellux
0712.663.156,2,1,Kashmir Express
0712.665.235,2,1,EVA
0712.719.376,2,1,"Vereniging van Mede-Eigenaars van de residentie Wet 12 te 2060 Antwerpen, Wetstraat 12"
0712.720.762,2,1,"Vereniging van Mede-Eigenaars van de residentie Wet 14 te 2060 Antwerpen, Wetstraat 14"
0712.721.554,2,1,"Vereniging van Mede-Eigenaars van de residentie Wet 10 te 2060 Antwerpen, Wetstraat 10"
0712.846.763,2,1,STARSIM
0712.946.733,2,1,BADU HAIRCREATIONS
0712.947.525,2,1,Hoeksteen Architectuur
0712.957.324,1,1,HOOR BUSINESS
0712.993.352,2,1,Toco 16
0713.504.383,2,1,SUPER SHOP
0713.516.756,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Onderwijsstraat 30"
0713.527.743,2,1,Clock Tower
0713.535.364,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Dijlestraat 21"
0713.593.366,2,1,Akar Market
0713.613.261,2,1,CT Energy
0713.615.439,2,1,SOLE MIO / PIZZA TIME
0713.654.239,2,1,Ste.Venn
0713.699.967,2,1,GENEROEK
0713.818.050,2,1,AFRICAN CORPORATE
0713.870.807,2,1,CEN BOUW
0713.952.167,2,1,MEHRAN MOTORS
0715.517.431,2,1,SARBAT
0715.725.386,2,1,Agiri
0715.758.149,2,1,PHANTOM ANTWERP
0715.835.155,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Violetstraat 13"
0715.903.847,2,1,MOBILE DOCTOR
0715.948.783,2,1,EURO SAVING
0715.959.374,2,1,Z.Y Horses
0716.738.344,2,1,SPORTS NUTRITION ADVICE AND DISTRIBUTION
0716.772.491,2,1,MAGNOTRADE
0716.799.712,2,1,PROXIMO
0716.833.265,2,1,Woodman speelt
0716.833.265,2,2,Woodman
0716.952.833,2,1,SKERP
0717.555.817,2,1,LOKIVIT
0717.562.052,2,1,CLOUD XPERT
0717.648.164,2,1,WILLEMS & DE SCHRIJVER ADVOCATEN
0717.691.716,2,1,S. NAMO
0717.735.761,2,1,Lobsurling
0717.753.676,2,1,Achi-Lux
0717.781.291,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Arteveldestraat 55"
0718.588.965,2,1,SEIF
0718.615.491,2,1,HI10 SEED
0718.705.860,2,1,KING GROUP
0718.947.766,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Diepestraat 41"
0718.948.261,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Sint-Norbertusstraat 16"
0718.948.855,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Cassiersstraat 10"
0718.954.694,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Arteveldestraat 53"
0718.955.882,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Kerkstraat 77"
0719.267.470,2,1,RENTIT
0719.381.890,2,1,El Royale
0719.522.937,2,1,MAHEK
0719.549.463,2,1,Open Armada
0719.562.529,2,1,LIBRA
0719.634.288,2,1,RESTO STATIE
0719.647.552,2,1,Al Meshwar 2
0719.647.552,2,3,Al Meshwar 2
0719.709.118,2,1,Zeemeerman
0719.909.353,2,1,BODHAN
0719.914.994,2,1,Compass Solutions
0720.485.613,2,1,BARBAROSA
0720.525.403,2,1,Safe Space
0720.532.727,2,1,FEDERATION OF AZERBAIJANIS IN BELGIUM
0720.532.727,2,2,FAB
0720.538.467,2,1,BELGISCH ISLAMITISCH UITVAARTCENTRUM
0720.646.355,2,1,MY LIFE
0720.663.676,2,1,S.I.P.
0720.687.432,2,1,"Vereniging van Mede-Eigenaars van de residentie Delta II te 2060 Antwerpen, Bredastraat 83"
0720.800.070,2,1,H.M. Industriële Elektriciteitswerken
0720.917.163,2,1,DENTALIS
0721.406.024,2,1,Wayenborgstraat 21
0721.410.774,2,1,Wayenborgstraat 22
0721.420.276,2,1,Acaflys
0721.744.039,2,1,Desen International
0721.834.408,2,1,Insaff
0721.918.144,2,1,FARRAH
0721.985.648,2,1,De Yggdrasil
0722.612.584,2,1,BOTIL
0722.709.980,2,1,Corné & Wais
0722.838.060,2,1,NETHERLANDS BELGIUM TRANSPORT
0722.838.060,2,2,NBT
0722.886.362,2,1,Dr. Rob Korstanje
0722.933.278,2,1,DIAB
0723.485.188,2,1,THV BRUGGEMAN - MAES / F-BUILD
0723.496.076,2,1,G & P
0723.557.444,2,1,Geylani Hizmet Vakfi Anvers
0723.557.444,2,2,G.H.V.A.
0723.564.570,2,1,ENT
0723.571.401,2,1,Wolvis
0723.841.813,2,1,Dramatis music and arts
0723.841.813,2,2,Dramatis
0723.907.436,2,1,RIGILODO
0724.557.831,2,1,GÜL
0724.785.285,2,1,"Vereniging van Mede-Eigenaars van de residentie te 2060 Antwerpen, Van Arteveldestraat 51"
0724.817.949,2,1,ROAD ² CARE
0724.843.683,2,1,Nemac
0724.854.571,2,1,Soap Stories
0724.854.571,2,3,Soap Stories
0724.897.826,2,1,Kuki
0724.932.072,2,1,Flanders Transport Services
0725.515.953,2,1,dream africa care foundation belgium
0725.515.953,2,2,DACF Belgium
0725.539.214,2,1,BELGIUM UYGHUR YOUTH UNION
0725.539.214,2,2,BUYU
0725.572.965,2,1,DOKTER KAROLINE MARTENS - PSYCHIATER
0725.808.141,2,1,"Vereniging van Mede-eigenaars van de ""Residentie Winvest 191"" te Antwerpen-Borgerhout, Carnotstraat 152-154"
0726.354.212,2,1,DAMISTE
0726.478.728,2,1,"Vereniging van Mede-Eigenaars van het appartementsgebouw te 2060 Antwerpen, Bredastraat 98"
0726.513.568,2,1,Workshop Box
0726.668.471,2,1,Storm Troep
0726.668.471,2,2,OC
0726.746.665,2,1,HADRAS
0727.399.931,2,1,First Things
0727.503.265,2,1,CLS Group
0727.508.512,2,1,Bismalla
0727.586.409,2,1,ECO-PEN
0727.733.491,2,1,HOLD CO V.L.J.
0727.740.421,2,1,Chapels
0727.931.451,2,1,LA BELLE ECO
0728.514.639,2,1,ROLLIT PAYROLL
0728.546.115,2,1,TUANAM
0728.552.944,2,1,DE NATIONAAL & INTERNATIONAAL VERENIGING IN DE SOCIALE SECTOR
0728.552.944,2,2,NIVSS
0728.562.743,2,1,RURU RESUNGA
0728.661.327,2,1,Farid Hafiz
0728.758.129,2,1,DIYA
0728.803.758,2,1,S.K. ENTERPRISES
0728.845.429,1,1,RANA BROTHERS
0728.870.371,2,1,KUNSTNATIE
0728.870.569,2,1,KVdS media
0728.885.714,2,1,NAAZ
0729.524.528,2,1,lukas van looveren
0729.524.528,2,2,LVLCV
0729.677.352,2,1,SAD
0729.677.352,2,2,SAD
0729.719.122,2,1,JOT
0729.784.349,2,1,THE CORNER 80
0729.788.111,2,1,ASRAR
0729.803.749,2,1,De fietskoerier
0729.823.644,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Vlagstraat 82"
0729.828.394,2,1,Think NM
0729.828.592,2,1,"Vereniging van Mede-Eigenaars van de residentie te 2060 Antwerpen, Diepestraat 65"
0729.831.859,2,1,"Vereniging van Mede-Eigenaars van de residentie Kempenaar te 2060 Antwerpen, IJzerlaan 40/44"
0729.851.259,2,1,Infrastructure Management Services
0729.851.259,2,2,I.M.S.
0729.935.490,2,1,Kameradzki
0730.639.335,2,1,Probuilders
0730.717.133,2,1,STERKS
0730.741.382,2,1,Lrd Enterprises
0730.914.695,2,1,Zilt en Zoet
0730.997.047,2,1,ALA
0731.621.906,2,1,Kaynat 2016
0731.632.396,2,1,"Vereniging van Mede-Eigenaars van het parkingcomplex Nova te 2060 Antwerpen, Van Schoonhovenstraat 25-27"
0731.637.445,2,1,Cousteau & Co
0731.672.483,2,1,Fortuneland Biochemistry
0731.672.879,2,1,morse
0731.706.533,2,1,Camèn
0731.729.297,2,1,MJJL 17
0731.791.259,2,1,Unit 14
0731.826.594,2,1,Al Muhajer Hamti
0731.839.759,2,1,European Federation For Science Journalism
0731.839.759,2,2,EFSJ
0731.840.353,2,1,Technica Antwerpen
0731.911.124,2,1,Juridas
0731.916.963,2,1,ANTWERP COMPANY
0731.954.476,2,1,Antwerpen Internationals Badminton Club vzw
0732.511.138,2,1,Alan Nicasio
0732.717.214,2,1,Aan de Mas
0732.732.258,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Walenstraat 38-40"
0732.772.246,2,1,Giulia
0732.822.033,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Van Maerlantstraat 76"
0732.822.528,2,1,Banadir Shop
0732.866.573,2,1,SOM BROTHERS
0733.543.001,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, August Sniedersstraat 10"
0733.545.078,2,1,"Vereniging van Mede-Eigenaars van het gebouw te 2060 Antwerpen, Lange Van Bloerstraat 53"
0733.606.545,2,1,Classified Cycling
0733.631.784,2,1,Crosbie
0733.826.972,2,1,Comptoir Adam
0733.851.817,2,1,BT Holding
0734.470.340,2,1,Dataframe
0735.392.434,2,1,BOUDA'S COMPANY
0735.400.352,2,1,NS INVESTMENT
0735.479.140,2,1,SDGArchitect
0735.647.703,2,1,Tsegai
0735.818.046,2,1,International Maritime Shipping & Logistics
0735.818.046,2,2,IMS Logistics
0735.872.187,2,1,Negoita Mihai
0736.463.293,2,1,Rozerin 33
0736.497.640,2,1,NAKHIL
0736.640.467,2,1,MOVE-1
0736.640.863,2,1,MOVE
0736.668.379,2,1,BABYLON STARS
0736.758.649,2,1,Club Karaat
0736.788.541,2,1,AUGUST SEVENTEEN
0736.788.541,2,2,Aug17
0736.791.412,2,1,BHAGAT
0736.814.077,2,1,Amar Bouw
0736.821.403,2,1,Casarif
0736.836.249,2,1,ANTWERP SUPER STORE
0736.889.303,2,1,IMS Invest
0737.373.214,2,1,EIGHT CAFE
0737.384.793,2,1,NISA 2012
0737.556.326,2,1,CAFE DE PIJL
0737.621.850,2,1,Embankment Management
0737.681.436,2,1,LOOF
0737.731.520,2,1,SPOT EU
0737.740.032,2,1,SOPHOLD
0737.963.429,2,1,PINK FLAMINGO VZW
0738.567.403,1,1,HAITHIM
0738.660.443,2,1,Pamir
0738.721.514,2,1,ONS MARKT
0738.744.377,1,1,SALES RENTAL SERVICES
0738.855.532,2,1,Mr. Dang
0738.904.131,2,1,NORCON
0739.514.538,2,1,IL GROUP
0739.541.460,2,1,Calplace
0739.601.046,2,1,'t Bos in Boechout
0739.617.377,2,1,Frederik Quayhackx Expertise
0739.629.255,2,1,COLVENY
0739.634.106,2,1,Wils
0739.712.793,2,1,Smile Dental
0739.782.277,2,1,Jonas Lion
0739.811.674,2,1,AM Feichtinger - LOW - VK
0739.841.863,2,1,BLACKSTONE SHIPPING BELGIUM
0739.844.734,2,1,"Vereniging van Mede-eigenaars gebouw te 2060 Antwerpen,  Lange Winkelhaakstraat 17-19"
0739.909.763,2,1,Helix Pilots
0739.910.159,2,1,Advocatenkantoor Kati Verstrepen
0739.930.549,2,1,Marrakech Medina
0740.572.432,2,1,Kica Consult
0740.621.130,2,1,JYNXE
0740.793.948,2,1,KAZA GROUP
0740.832.055,2,1,GHANI & SONS
0740.835.421,2,1,IAMD
0740.898.470,2,1,MINA GROUP
0740.930.243,2,1,Bacterior
0740.951.920,2,1,Procerta
0740.987.453,2,1,Shukrana
0740.987.453,2,2,Girard
0741.412.174,2,1,MAJD TRADING
0741.615.973,2,1,OPAKUS
0741.619.933,2,1,RECOGLU
0741.712.973,2,1,ZM MALIK
0741.722.475,2,1,NEMOVEBLA
0741.728.613,2,1,ONLYNAILS
0741.801.263,2,1,Beauty Salon Georges
0741.889.949,2,1,"Vereniging van Mede-eigenaars van het gebouw ""WINVEST 359"" te 2060 Antwerpen, Lange Van Bloerstraat 133"
0741.891.830,2,1,"Vereniging van Mede-eigenaars van het gebouw ""WINVEST 292"" te 2060 Antwerpen, Lange Lobroekstraat 81"
0741.899.847,2,1,Het Vleeshaakje
0741.913.804,2,1,"Vereniging van Mede-eigenaars van het gebouw ""ROTTERDAMSTRAAT 21"" te 2060 Antwerpen, Rotterdamstraat 21"
0741.920.138,2,1,"Vereniging van Mede-eigenaars van het gebouw ""WINVEST 278-29"" te 2060 Antwerpen, Touwstraat 29"
0741.935.281,2,1,Of My Life
0741.946.961,2,1,"Vereniging van Mede-eigenaars van het gebouw te 2060 Antwerpen, Van Stralenstraat 12"
0741.983.484,2,1,AURIS MUSIC
0742.511.244,2,1,Roya Zon
0742.528.565,2,1,Brasuka II
0742.567.068,2,1,Karakus Metal
0742.630.218,2,1,copycath
0742.653.279,2,1,Fieldworks
0742.733.750,2,1,NEW CLEANING SOLUTIONS
0742.850.744,2,1,Drifting Over
0742.896.571,2,1,Naag-Taaba
0742.911.122,2,1,LMJ TRADING
0743.409.879,2,1,Somali Cuisine
0743.458.676,2,1,Make the moment count
0743.458.676,2,2,MTMC
0743.598.139,2,1,Ayintap
0743.754.527,2,1,Cleaning All Service
0743.792.040,2,1,Amicitia Fortior
0743.906.757,2,1,GEBO INVEST
0743.920.516,2,1,STANDING WORK CLEAN
0744.393.836,2,1,"Vereniging van mede-eigenaars van het gebouw te 2060 Antwerpen, Sint-Norbertusstraat 2/4"
0744.398.487,2,1,Thuisverpleging Michèle Gorrebeeck
0744.435.408,2,1,"Vereniging van mede-eigenaars van het gebouw te 2060 Antwerpen, Nachtegaalstraat 4"
0744.463.617,2,1,"Vereniging van mede-eigenaars van het gebouw ""Residentie Charlotte"" te 2060 Antwerpen, Van Aerdtstraat 58"
0744.473.812,2,1,"Vereniging van mede-eigenaars van het gebouw te 2060 Antwerpen, Oude Steenweg 38"
0744.481.928,2,1,Amazing Suites
0744.552.697,2,1,"Vereniging van mede-eigenaars van het gebouw residentie ""BIEKORF 78"" te 2060 Antwerpen, Biekorfstraat 78"
0744.581.106,2,1,All round cleaning service
0744.597.833,2,1,De Ontgoocheling
0744.615.649,2,1,"Vereniging van mede-eigenaars van het gebouw ""residentie LANGE KONGOSTRAAT 76 te 2060 Antwerpen, Lange Kongostraat 76"
0744.662.268,2,1,Les Ateliers Antoine
0744.786.289,2,1,eFe
0744.892.791,2,1,Poitrine d'Or
0744.906.550,2,1,BZL
0744.911.401,2,1,THERMOFIX
0745.407.188,2,1,Café LC
0745.420.650,2,1,STARDEP
0745.427.182,2,1,Van Gestel M.C.
0745.584.956,2,1,DAVID BEECKMAN
0745.607.425,2,1,EYCK
0745.778.758,2,1,Rob Project Management
0745.929.604,2,1,"Vereniging van mede-eigenaars van het gebouw te 2060 Antwerpen, Tulpstraat 61"
0746.373.527,2,1,DUNGKAR
0746.383.029,2,1,Commercial77
0746.396.786,2,1,BAGMATI
0746.473.693,2,1,"Vereniging van Mede-eigenaars van het gebouw te 2060 Antwerpen, Bredastraat 55/57"
0746.490.719,2,1,Santini CQ
0746.502.991,2,1,Wortels en vleugels
0746.516.750,2,1,RABIAH
0746.544.860,2,1,RIAD ES-SALAM
0746.557.035,2,1,SERGIO YASSINE
0746.698.674,2,1,WORQABLE
0746.769.841,2,1,GOOD MAINTAIN
0746.884.756,2,1,AGRAFA INVEST
0746.933.553,2,1,Onderzoek & Navorsing
0746.988.387,2,1,Wiegerinck & LOW architecten
0747.498.826,2,1,EUTRACO Holding
0747.601.665,2,1,ALLOUZI
0747.719.550,2,1,Biki
0747.758.548,2,1,NANA BENZ
0747.819.223,2,1,Huisartsenpraktijk Medisch Centrum Seefhoek
0747.824.072,2,1,RIO
0747.906.127,2,1,MIRAC
0747.912.758,2,1,Weyland-Yutani
0748.425.472,2,1,A & F
0748.497.629,2,1,iRecruiter
0748.498.520,2,1,"Vereniging van mede-eigenaar van het gebouw Nachtegaalstraat 33, te 2060 Antwerpen, Nachtegaalstraat 33"
0748.511.584,2,1,DUHA TRANSPORT
0748.524.254,2,1,L.M.K COMPANY
0748.592.946,2,1,RENO EXPERT BURAK
0748.886.124,2,1,AS-SALAAM
0748.951.450,2,1,Be Free On Guitar
0748.961.348,2,1,Kiki Bouw
0749.442.883,2,1,Secravie Group
0749.449.516,2,1,VINC
0749.570.171,2,1,"Vereniging van mede-eigenaars van het gebouw ""RESIDENTIE Vondelstraat 20,  te 2060 Antwerpen Vondelstraat 20"
0749.622.928,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 291"" te 2060 Antwerpen, Tulpstraat 54"
0749.629.955,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 329"" te 2060 Antwerpen, Dambruggestraat 68"
0749.632.331,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 369"" te 2060, Dambruggestraat 58"
0749.639.358,2,1,MCG
0749.640.051,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 334"" te 2060 Antwerpen, Van Helmontstraat 21"
0749.755.362,2,1,PAATHIBHARAA
0749.816.235,2,1,MR Invest
0750.460.393,2,1,DAAMA TRAVEL AGENCY
0750.465.739,2,1,"De vereniging der mede-eigenaars van het appartementsgebouw te 2060 Antwerpen, Kerkstraat 154-156"
0750.527.008,2,1,'T POTHOEK
0750.534.332,2,1,ARIA SCHILDER EN KLUSSEN
0750.552.544,2,1,MMRS
0750.596.787,2,1,HAYA
0750.612.526,2,1,Poppins & Wayne
0750.686.265,2,1,BLUE GROUP
0750.698.044,2,1,Midas Touch Recordings
0750.698.044,2,2,MTR
0750.780.493,2,1,SHAMY EUROPEAN 2020
0751.513.141,2,1,Cadmium
0751.523.336,2,1,Sabbar
0751.599.451,2,1,Koji Enterprises
0751.601.431,2,1,For Mobile Parts
